Source	Target	NumTransFromSrc	NumTransToTgt	NumOfTransSrcToTgt
tgk	uzb	476	2757	61
jpn	sin	26921	671	16
bua	mon	128	2423	1
smj	fin	8	46271	1
snd	mal	47	1202	1
fra	gmh	216624	15	1
eng	hmn	1225237	30	5
spa	nld	52955	111371	1478
deu	tha	201718	1227	29
bdy	eng	1	146294	1
ces	kur	17202	201	2
mkd	mol	1592	3720	3
swe	som	39192	102	18
aze	lav	774	8145	3
syr	lat	252	362	2
san	mkd	4282	3901	8
heb	est	9889	20605	44
epo	nld	99	111371	9
enm	fin	231	46271	2
grc	seh	17342	1	1
ces	ell	17202	27422	26
heb	kat	9889	2176	3
sme	gle	103	167	1
lit	hye	1985	2139	12
arc	glg	347	2371	1
bel	ukr	1409	4514	74
heb	lef	9889	6	2
eng	rar	1225237	78	33
mri	rar	88	78	7
rus	pus	101395	285	262
lav	kat	1288	2176	4
ady	est	75	20605	2
rus	bua	101395	47	42
ava	kaa	186	568	1
akk	spa	136	228910	15
heb	dan	9889	64799	81
asm	eng	95	146294	35
mri	deu	88	292124	2
fra	smn	216624	15	1
msa	slk	485	19641	1
ari	eng	4	146294	3
fra	lua	216624	10	8
heb	tha	9889	1227	1
ach	jpn	3	130893	1
ita	tgk	66453	1062	2
lit	fra	1985	238463	47
cjo	spa	2	228910	2
dan	sin	21239	671	2
syr	ita	252	59830	10
slh	spa	3	228910	2
bel	ron	1409	18464	8
mua	fra	1	238463	1
guj	mar	264	878	17
kaw	eng	1	146294	1
ces	hye	17202	2139	22
tur	hye	2658	2139	1
pro	hbs	159	45036	1
sat	fra	3	238463	1
ron	uig	5475	1488	1
grc	amh	17342	317	2
pli	slk	400	19641	1
slv	cat	2463	18004	8
jpn	tha	26921	1227	33
bel	slk	1409	19641	19
udm	mol	123	3720	1
fra	ita	216624	59830	10982
bsk	deu	1	292124	1
rus	mol	101395	3720	2183
uzb	fin	872	46271	1
dan	uzb	21239	2757	4
ttc	fra	1	238463	1
pol	bul	14104	25742	309
grc	kos	17342	2	1
san	hye	4282	2139	4
eng	swe	1225237	71688	48892
ang	slv	147	18719	1
kbd	eng	119	146294	1
pan	asm	327	526	5
eng	psi	1225237	3	3
nld	ita	18978	59830	252
egy	dan	235	64799	2
arn	glg	9	2371	1
orm	eng	3	146294	2
aze	ben	774	1878	2
srd	fra	6	238463	1
deu	lin	201718	20	2
tur	bak	2658	502	2
urd	fin	950	46271	4
lat	fas	19240	11329	6
zho	nld	13337	111371	259
bul	por	3667	74721	30
ell	yid	4862	89	1
deu	sub	201718	1	1
ckt	fra	33	238463	4
grc	ipk	17342	2	1
hin	por	1469	74721	8
glg	heb	1346	10961	1
tew	eng	3	146294	2
zho	jpn	13337	130893	1830
spa	kat	52955	2176	23
ara	yor	11884	28	1
fra	eus	216624	3923	534
grc	mkd	17342	3901	58
fas	bel	2837	1874	2
spa	usp	52955	1	1
nld	slk	18978	19641	32
fra	wob	216624	3	3
gld	ron	39	18464	1
deu	ckt	201718	39	2
grc	mgo	17342	4	2
fra	tel	216624	668	1
nap	eng	11	146294	1
syr	est	252	20605	2
msa	auu	485	1	1
ron	swe	5475	71688	51
nde	ces	3	64442	1
tel	slk	277	19641	1
mri	niu	88	67	5
vie	ces	668	64442	8
msa	uzb	485	2757	1
rus	oge	101395	1	1
lit	vie	1985	786	1
dng	est	10	20605	1
msa	spa	485	228910	12
eng	mal	1225237	1202	453
udm	fin	123	46271	3
pol	slk	14104	19641	484
ron	aze	5475	1658	6
hbs	mon	12743	2423	3
hye	spa	1100	228910	6
nor	pan	14530	384	2
est	ita	5739	59830	22
nld	isl	18978	6514	65
eng	arw	1225237	1	1
afr	pol	357	76720	1
kur	deu	137	292124	20
cat	nld	8328	111371	73
tam	spa	496	228910	4
kir	tur	708	11874	10
ara	slk	11884	19641	23
tuk	pan	434	384	2
lat	fin	19240	46271	172
bak	tat	357	819	19
rus	alt	101395	50	46
swe	epo	39192	542	46
rus	mya	101395	274	9
urd	ori	950	752	3
vls	nld	9	111371	4
hin	urd	1469	1005	32
eng	haw	1225237	10	9
fra	daf	216624	5	1
lit	kaz	1985	2454	8
grc	ton	17342	85	1
zho	bay	13337	2	2
rus	tuk	101395	741	579
grc	sco	17342	32	3
gil	eng	1	146294	1
noo	eng	1	146294	1
fra	mfe	216624	9	4
eng	isl	1225237	6514	3664
ita	spa	66453	228910	12497
rup	mkd	5	3901	1
eng	tet	1225237	3	2
slk	pol	4205	76720	335
nld	tam	18978	1763	2
tuk	fas	434	11329	3
xal	rus	153	82772	136
mkd	mlt	1592	86	1
tur	kaz	2658	2454	14
tgk	fas	476	11329	16
fra	glg	216624	2371	322
pol	msa	14104	5416	2
grc	mvc	17342	1	1
guj	kan	264	700	1
dan	fil	21239	150	1
fra	khm	216624	231	1
snd	deu	47	292124	2
frm	nld	267	111371	10
tam	mar	496	878	8
kaz	hin	948	3506	5
nor	fas	14530	11329	22
jrb	deu	12	292124	2
uzb	aze	872	1658	18
eng	eus	1225237	3923	926
ave	ita	17	59830	1
ces	spa	17202	228910	444
non	rus	299	82772	3
tyv	est	56	20605	1
hye	uzb	1100	2757	9
zho	lit	13337	15447	14
hye	lit	1100	15447	16
ces	nld	17202	111371	313
egy	grc	235	22	1
bul	cat	3667	18004	4
hbs	pol	12743	76720	285
heb	ifa	9889	4	1
ara	ady	11884	50	1
ara	pus	11884	285	2
orv	kir	173	1528	1
ita	abk	66453	115	2
ton	eng	29	146294	3
grn	fra	9	238463	2
syr	swe	252	71688	9
eng	tvl	1225237	1	1
zho	bul	13337	25742	67
fin	spa	8296	228910	140
snd	hin	47	3506	6
mkd	nld	1592	111371	1
pli	jpn	400	130893	42
que	spa	37	228910	13
deu	lao	201718	232	1
fra	mon	216624	2423	51
lat	bre	19240	406	7
div	eng	1	146294	1
aho	eng	1	146294	1
lit	ces	1985	64442	30
gmh	eng	595	146294	73
ram	por	1	74721	1
ben	jpn	2223	130893	32
heb	ghs	9889	1	1
srs	spa	1	228910	1
fra	mya	216624	274	7
khm	jpn	51	130893	8
grc	ncu	17342	6	2
grc	jnj	17342	1	1
mlt	slk	27	19641	3
eve	sah	10	201	2
dan	eng	21239	146294	4253
heb	por	9889	74721	78
cym	fra	621	238463	18
hun	swe	11256	71688	80
kan	hin	314	3506	64
mkd	epo	1592	542	13
bul	est	3667	20605	22
ukr	est	2877	20605	29
heb	acf	9889	3	1
deu	kor	201718	22338	1670
ben	tam	2223	1763	56
ces	sqi	17202	6757	19
afr	eng	357	146294	121
glg	nor	1346	45923	1
cat	lav	8328	8145	3
kab	fra	39	238463	38
spa	frr	52955	4	1
est	aze	5739	1658	6
kir	tel	708	668	3
gle	ces	269	64442	2
slk	kaz	4205	2454	15
swe	nld	39192	111371	1210
aze	kaa	774	568	1
eng	div	1225237	7	7
eng	fij	1225237	8	7
eng	ben	1225237	1878	688
fro	enm	902	28	4
yua	fra	8	238463	1
fra	tuk	216624	741	1
hun	slv	11256	18719	53
lit	lao	1985	232	2
tgk	kaz	476	2454	7
spa	aze	52955	1658	8
pal	eng	18	146294	6
fas	kaz	2837	2454	13
wls	eng	2	146294	1
rus	asm	101395	526	99
msa	urd	485	1005	1
abk	kir	171	1528	1
eng	gup	1225237	3	1
gag	ukr	19	4514	1
kat	hbs	1224	45036	5
bel	hun	1409	54989	6
nci	hbs	63	45036	3
ara	ces	11884	64442	38
spa	uzb	52955	2757	8
smo	eng	74	146294	7
rom	rus	79	82772	11
tuk	tgk	434	1062	6
eng	kqy	1225237	6	1
ita	fro	66453	20	1
spa	tca	52955	2	2
yid	ukr	1590	4514	31
dum	jpn	84	130893	1
fra	kat	216624	2176	85
mal	mol	306	3720	1
lol	nld	1	111371	1
dng	kaa	10	568	1
dar	est	83	20605	1
ita	heb	66453	10961	143
rus	lav	101395	8145	1672
snd	tam	47	1763	1
eve	rus	10	82772	7
rus	slv	101395	18719	222
uig	kir	81	1528	1
grc	mpe	17342	1	1
pap	eng	6	146294	1
asm	tel	95	668	3
ben	sin	2223	671	9
aym	spa	7	228910	4
oss	ukr	195	4514	5
cat	ast	8328	193	6
jpn	tur	26921	11874	31
kir	deu	708	292124	46
afr	nld	357	111371	108
nor	isl	14530	6514	459
grc	ktb	17342	2	2
xal	eng	153	146294	1
ron	mol	5475	3720	3
ces	gsw	17202	116	1
cat	pol	8328	76720	7
bul	fin	3667	46271	11
fao	swe	104	71688	13
tmh	nld	27	111371	3
heb	bim	9889	9	4
hin	swe	1469	71688	5
heb	axk	9889	7	1
grc	glg	17342	2371	25
slv	epo	2463	542	3
hin	kir	1469	1528	1
cjs	rus	3	82772	3
kaa	tat	129	819	1
aze	hin	774	3506	3
grc	slm	17342	4	3
enm	dan	231	64799	1
deu	oci	201718	204	2
epo	pol	99	76720	3
deu	bel	201718	1874	59
jam	fra	3	238463	1
tam	fra	496	238463	32
grc	fao	17342	415	3
cym	deu	621	292124	29
mkd	nor	1592	45923	1
deu	mlt	201718	86	1
mai	hin	13	3506	8
fin	fas	8296	11329	7
ara	kab	11884	9	1
ukr	bel	2877	1874	42
lav	epo	1288	542	1
epo	lit	99	15447	1
mon	pol	244	76720	2
grc	sig	17342	3	2
sot	eng	9	146294	3
fin	tha	8296	1227	1
chs	eng	1	146294	1
kom	rus	121	82772	88
rom	tat	79	819	1
syr	tur	252	11874	3
che	ukr	80	4514	2
sme	fra	103	238463	1
ara	rus	11884	82772	442
fra	ker	216624	10	4
spa	cjo	52955	1	1
uzb	ukr	872	4514	19
fas	mol	2837	3720	6
eng	rom	1225237	82	18
eng	ntr	1225237	8	1
kor	fin	4621	46271	30
rus	udm	101395	37	29
chu	slk	80	19641	1
spa	khm	52955	231	1
grc	ell	17342	27422	20
fra	yas	216624	2	2
tel	mal	277	1202	5
cat	fil	8328	150	1
ita	fas	66453	11329	96
cym	bre	621	406	38
mal	hin	306	3506	37
ces	dan	17202	64799	121
fro	nor	902	45923	17
grc	hag	17342	5	3
epo	jpn	99	130893	8
san	vie	4282	786	3
ukr	bak	2877	502	5
nep	zho	47	62650	1
slk	aze	4205	1658	3
bel	tuk	1409	741	7
fas	aze	2837	1658	48
isl	lit	1518	15447	19
fin	cym	8296	2312	1
srn	eng	35	146294	1
yrk	ces	41	64442	1
orv	ara	173	12488	1
eng	mni	1225237	1	1
ckt	uzb	33	2757	1
eng	ori	1225237	752	161
san	mar	4282	878	101
des	eng	1	146294	1
hun	rom	11256	82	1
frm	dan	267	64799	1
pcd	fra	18	238463	18
tli	eng	2	146294	2
zho	tam	13337	1763	7
ang	rus	147	82772	1
pro	slv	159	18719	1
eng	bcw	1225237	7	1
nen	eng	4	146294	1
nci	fra	63	238463	12
heb	car	9889	3	1
hin	est	1469	20605	6
grc	por	17342	74721	293
fin	rus	8296	82772	411
lav	tgk	1288	1062	6
grc	mta	17342	16	1
swe	deu	39192	292124	5019
rus	mlg	101395	204	89
eng	tiz	1225237	145	1
ton	tkl	29	102	4
fra	axk	216624	7	2
urd	nor	950	45923	5
nav	deu	14	292124	4
grc	xsb	17342	1	1
est	ukr	5739	4514	31
est	ces	5739	64442	62
mol	guj	2864	524	1
egy	swe	235	71688	1
fwa	fra	2	238463	2
ben	hin	2223	3506	490
tuk	ben	434	1878	1
evn	deu	24	292124	4
fas	ell	2837	27422	14
heb	zho	9889	62650	46
slk	rom	4205	82	1
est	bul	5739	25742	39
krc	kum	141	65	1
ara	mal	11884	1202	15
zho	duu	13337	1	1
lao	kir	41	1528	1
heb	sep	9889	5	2
grc	tiw	17342	6	4
pol	cym	14104	2312	1
tha	jpn	215	130893	80
heb	oci	9889	204	1
grc	xuo	17342	11	5
kla	eng	1	146294	1
rus	iku	101395	304	10
ita	slv	66453	18719	1016
cos	deu	50	292124	4
hun	slk	11256	19641	365
rus	est	101395	20605	2062
lit	aze	1985	1658	7
kat	ady	1224	50	1
oma	eng	2	146294	2
kat	abk	1224	115	9
isl	mol	1518	3720	2
nld	asm	18978	526	1
fra	bel	216624	1874	45
tnr	fra	1	238463	1
deu	mya	201718	274	3
akk	mkd	136	3901	1
ara	asm	11884	526	3
arc	fra	347	238463	29
urd	hun	950	54989	2
nld	lit	18978	15447	47
grc	acr	17342	2	2
aee	deu	1	292124	1
enm	por	231	74721	1
ces	bul	17202	25742	276
rop	eng	7	146294	6
hbs	fas	12743	11329	3
nor	mal	14530	1202	6
eng	mkw	1225237	5	1
ita	pro	66453	16	1
ces	deu	17202	292124	3001
nld	pap	18978	2	1
heb	swe	9889	71688	182
kur	ita	137	59830	1
heb	pau	9889	4	2
ast	arg	73	64	1
san	uzb	4282	2757	3
fro	pol	902	76720	9
eng	ake	1225237	14	14
fra	vie	216624	786	30
fra	lit	216624	15447	1250
ces	swe	17202	71688	208
heb	sld	9889	15	2
ara	jpn	11884	130893	106
rus	ell	101395	27422	551
zho	slv	13337	18719	20
por	mal	11390	1202	3
kan	guj	314	524	8
grc	vie	17342	786	4
pol	fas	14104	11329	14
ita	tat	66453	819	1
san	deu	4282	292124	385
pus	rus	60	82772	10
fil	eng	87	146294	67
arn	deu	9	292124	1
hbs	ron	12743	18464	359
urd	zho	950	62650	1
lat	kat	19240	2176	8
heb	mbb	9889	1	1
ara	fun	11884	1	1
osx	eng	6	146294	2
heb	pro	9889	16	1
por	kir	11390	1528	3
heb	lob	9889	1	1
mon	rus	244	82772	65
spa	frs	52955	4	1
grc	agt	17342	9	2
lat	ell	19240	27422	77
swe	rmu	39192	11	11
fra	flr	216624	11	2
jpn	hye	26921	2139	2
mlt	ron	27	18464	1
abk	pol	171	76720	1
isl	jpn	1518	130893	10
uzb	ara	872	12488	17
mar	swe	405	71688	1
asm	urd	95	1005	2
mkd	ukr	1592	4514	7
hlb	hin	2	3506	1
bul	lav	3667	8145	20
eng	bem	1225237	1	1
awa	eng	2	146294	1
yiz	zho	2	62650	2
fra	slk	216624	19641	1311
iku	rus	108	82772	20
ndo	deu	1	292124	1
pli	vie	400	786	1
kor	est	4621	20605	1
dan	zho	21239	62650	263
hmn	deu	8	292124	1
por	pol	11390	76720	148
fra	chv	216624	174	1
rus	sin	101395	671	201
ben	vie	2223	786	1
grc	rmr	17342	4	1
bod	fin	1508	46271	11
deu	cag	201718	1	1
gla	fin	78	46271	1
tur	pol	2658	76720	21
tuk	mol	434	3720	8
swe	fao	39192	415	93
heb	xed	9889	5	1
eng	kur	1225237	201	19
aze	deu	774	292124	28
eng	yid	1225237	89	17
lat	lit	19240	15447	105
grc	zho	17342	62650	225
kok	kan	4	700	1
cor	eng	9	146294	8
jpn	bul	26921	25742	97
eng	gbr	1225237	1	1
ltz	fra	4	238463	2
nld	ben	18978	1878	4
hye	ita	1100	59830	7
mau	nld	6	111371	1
uzb	krc	872	103	1
fra	sag	216624	1	1
heb	efi	9889	2	1
est	hbs	5739	45036	2
lit	fin	1985	46271	12
heb	gup	9889	3	1
bod	ita	1508	59830	25
mri	tkl	88	102	13
rus	mon	101395	2423	493
fas	spa	2837	228910	128
mar	uzb	405	2757	1
pol	deu	14104	292124	2933
uzb	pus	872	285	2
glg	hbs	1346	45036	1
pli	asm	400	526	1
msa	sqi	485	6757	1
deu	dan	201718	64799	4792
fra	ben	216624	1878	72
grc	que	17342	25	2
deu	mol	201718	3720	100
lat	eng	19240	146294	2556
grc	abi	17342	6	4
sux	deu	133	292124	21
grc	daa	17342	17	2
lad	deu	32	292124	7
jvn	nld	9	111371	9
nor	nld	14530	111371	508
eus	jpn	1021	130893	3
isl	glg	1518	2371	2
msa	zho	485	62650	18
dzo	deu	1	292124	1
tgk	ukr	476	4514	19
kal	nor	86	45923	3
jpn	mal	26921	1202	9
kaz	chv	948	174	1
grc	deu	17342	292124	2729
gla	bre	78	406	1
lit	amh	1985	317	1
ita	mlt	66453	86	14
rus	yrk	101395	4	4
heb	kdh	9889	11	4
vie	dan	668	64799	3
hin	ell	1469	27422	1
mlt	mkd	27	3901	1
kal	fra	86	238463	1
pro	ron	159	18464	3
grc	yka	17342	1	1
rus	tam	101395	1763	411
pal	ita	18	59830	1
bal	deu	5	292124	1
fas	uig	2837	1488	5
bul	zho	3667	62650	16
grc	nld	17342	111371	453
bua	pol	128	76720	1
iku	fra	108	238463	9
fas	ben	2837	1878	16
fra	mif	216624	26	9
ori	hin	244	3506	82
kan	rus	314	82772	1
nor	kur	14530	201	3
oss	eng	195	146294	1
niu	smo	25	141	4
eng	bik	1225237	2	1
pol	csb	14104	3	1
nld	eus	18978	3923	24
nor	fra	14530	238463	570
mlg	ces	32	64442	2
fan	spa	3	228910	3
pli	swe	400	71688	5
pol	mlt	14104	86	2
fin	smn	8296	15	6
mnc	bul	9	25742	1
cop	hat	177	7	1
sqi	pan	1424	384	1
fra	bre	216624	406	225
ava	fas	186	11329	1
slk	est	4205	20605	11
eng	cym	1225237	2312	2210
jpn	slv	26921	18719	34
heb	gsw	9889	116	1
ave	nld	17	111371	1
grc	csb	17342	3	2
heb	ncu	9889	6	1
zho	isl	13337	6514	9
jpn	tel	26921	668	3
non	mkd	299	3901	1
lav	jpn	1288	130893	3
mdf	hun	101	54989	2
vie	fra	668	238463	167
pus	kir	60	1528	2
eng	lef	1225237	6	1
ell	bul	4862	25742	133
swa	rus	65	82772	5
fra	iku	216624	304	6
yid	swe	1590	71688	60
hun	gsw	11256	116	1
eng	tam	1225237	1763	679
ckt	kaz	33	2454	1
niu	mri	25	319	1
mon	deu	244	292124	28
eng	gmh	1225237	15	1
kbd	oss	119	153	1
spa	knj	52955	1	1
deu	mar	201718	878	18
jpn	msa	26921	5416	31
tam	glg	496	2371	1
lit	tam	1985	1763	3
lkt	deu	5	292124	1
bua	kir	128	1528	2
zho	ell	13337	27422	47
gnd	fra	1	238463	1
nor	sin	14530	671	4
tur	kir	2658	1528	4
tuk	kat	434	2176	2
bod	san	1508	58	1
ori	pan	244	384	1
urd	ara	950	12488	38
enf	rus	11	82772	1
hbs	ukr	12743	4514	190
afr	her	357	3	1
fin	hye	8296	2139	1
por	sco	11390	32	1
egy	msa	235	5416	1
heb	nko	9889	1	1
ces	hin	17202	3506	4
fra	gle	216624	167	2
gmh	jpn	595	130893	8
dan	fin	21239	46271	750
sux	tur	133	11874	1
deu	kur	201718	201	17
frm	rus	267	82772	4
tur	uig	2658	1488	12
sin	dan	52	64799	1
ben	lit	2223	15447	13
zho	bca	13337	2	2
eng	mar	1225237	878	352
mni	eng	11	146294	3
eng	fri	1225237	118	31
kgs	eng	1	146294	1
deu	grn	201718	2	1
pol	ben	14104	1878	5
grc	wim	17342	6	5
por	eus	11390	3923	15
chg	tur	19	11874	3
deu	fas	201718	11329	434
ces	kor	17202	22338	29
lav	pol	1288	76720	23
afr	por	357	74721	1
fin	dan	8296	64799	185
uzb	rus	872	82772	518
heb	kyq	9889	6	1
ron	pol	5475	76720	62
spa	tgk	52955	1062	8
swa	eng	65	146294	13
eng	sin	1225237	671	302
kjh	est	29	20605	1
nci	nor	63	45923	1
pjt	eng	2	146294	2
sqi	fin	1424	46271	1
pal	jpn	18	130893	1
sqi	hbs	1424	45036	62
niv	rus	11	82772	7
kaz	kir	948	1528	20
ita	rus	66453	82772	1047
ben	tel	2223	668	19
nor	bod	14530	344	2
zho	zha	13337	101	101
nor	sma	14530	30	10
nor	tam	14530	1763	3
pia	spa	2	228910	1
syr	eng	252	146294	69
eng	pwm	1225237	1	1
hin	fas	1469	11329	4
msa	mal	485	1202	1
ces	epo	17202	542	23
cme	fra	3	238463	3
gmh	slk	595	19641	1
che	ava	80	64	1
som	ita	26	59830	2
fra	pdc	216624	1	1
heb	lav	9889	8145	3
bak	kaz	357	2454	9
kir	jpn	708	130893	3
san	pan	4282	384	10
tam	mal	496	1202	48
kum	ukr	44	4514	2
eng	dak	1225237	23	9
fra	dyu	216624	6	3
pli	bul	400	25742	3
rus	amh	101395	317	270
osp	spa	29	228910	6
eng	ang	1225237	8	2
nor	ita	14530	59830	99
kaz	ben	948	1878	1
eng	bel	1225237	1874	98
asm	ori	95	752	13
oss	rus	195	82772	136
ell	nor	4862	45923	15
hop	eng	20	146294	15
ben	bul	2223	25742	8
bul	sin	3667	671	1
cro	eng	3	146294	2
orv	chv	173	174	1
kaz	bel	948	1874	8
eng	tkl	1225237	102	57
abk	rus	171	82772	106
kas	deu	24	292124	1
hbs	por	12743	74721	38
nor	tir	14530	74	1
zho	doc	13337	5	5
spa	tuk	52955	741	2
enm	nld	231	111371	4
mhu	eng	1	146294	1
kir	bel	708	1874	4
mol	eng	2864	146294	655
oss	lit	195	15447	1
lat	lav	19240	8145	12
sqi	lav	1424	8145	2
tmh	deu	27	292124	1
ukr	ces	2877	64442	60
grc	jpn	17342	130893	230
tur	hin	2658	3506	3
isl	fin	1518	46271	76
grc	kek	17342	5	2
slk	cat	4205	18004	1
gle	nor	269	45923	4
ita	frm	66453	16	1
pan	pol	327	76720	2
mol	rus	2864	82772	1869
fra	kkj	216624	27	12
mkd	slk	1592	19641	8
snd	mar	47	878	1
fro	sin	902	671	2
mau	ces	6	64442	1
grc	khm	17342	231	1
kur	bul	137	25742	1
mol	tuk	2864	741	2
rus	lat	101395	362	3
bel	slv	1409	18719	2
lat	rus	19240	82772	247
cym	ben	621	1878	1
heb	wsk	9889	1	1
cat	bre	8328	406	11
tuk	guj	434	524	1
oci	bre	452	406	1
por	sqi	11390	6757	29
nld	sqi	18978	6757	21
fra	jgo	216624	2	2
grc	gnd	17342	7	5
eng	enm	1225237	28	1
ara	nor	11884	45923	83
kor	eng	4621	146294	259
ell	ukr	4862	4514	21
chu	ron	80	18464	2
rus	kjh	101395	15	14
kir	ben	708	1878	4
tkl	eng	69	146294	15
ron	mon	5475	2423	1
san	ita	4282	59830	56
dng	rus	10	82772	6
eus	ast	1021	193	12
rus	swa	101395	323	282
dar	rus	83	82772	61
fra	sqi	216624	6757	779
hun	dan	11256	64799	37
urd	brh	950	1	1
arc	dan	347	64799	5
kir	tuk	708	741	7
hin	deu	1469	292124	107
akk	hbs	136	45036	5
deu	ben	201718	1878	72
spa	bel	52955	1874	14
kir	rus	708	82772	366
esu	eng	2	146294	2
tgk	hye	476	2139	4
ita	mon	66453	2423	17
fra	enm	216624	28	1
epo	ces	99	64442	5
spa	ita	52955	59830	2684
tat	fas	462	11329	2
san	fin	4282	46271	20
kat	pol	1224	76720	10
por	nld	11390	111371	310
smo	niu	74	67	16
hye	bel	1100	1874	7
ukr	ben	2877	1878	3
see	eng	3	146294	3
tam	nld	496	111371	4
hbs	aze	12743	1658	3
krc	kaz	141	2454	1
rus	bre	101395	406	4
bel	ara	1409	12488	14
jpn	ori	26921	752	2
ben	hye	2223	2139	1
bel	hbs	1409	45036	10
niu	ton	25	85	7
fra	kqk	216624	1	1
kut	spa	4	228910	1
gez	eng	22	146294	8
heb	nay	9889	2	1
grc	kst	17342	1	1
kor	swe	4621	71688	54
jpn	hin	26921	3506	11
sga	fra	14	238463	1
slk	kor	4205	22338	1
nys	eng	1	146294	1
kir	lao	708	232	1
kik	deu	18	292124	2
heb	fas	9889	11329	8
rus	myv	101395	32	30
pol	eus	14104	3923	1
fra	nnh	216624	15	12
rus	tha	101395	1227	20
yid	por	1590	74721	3
ukr	por	2877	74721	2
ron	nld	5475	111371	21
hmn	eng	8	146294	5
ast	eus	73	3923	3
bua	est	128	20605	2
hbs	cat	12743	18004	12
bul	gle	3667	167	1
urd	tam	950	1763	27
ara	heb	11884	10961	24
kor	afr	4621	776	1
heb	grc	9889	22	5
deu	sin	201718	671	23
bul	ukr	3667	4514	81
hin	hun	1469	54989	24
spa	lit	52955	15447	234
spa	hin	52955	3506	12
ces	est	17202	20605	92
eng	bnc	1225237	13	11
hun	rus	11256	82772	951
sux	ara	133	12488	1
ava	uzb	186	2757	3
hun	est	11256	20605	93
grc	ces	17342	64442	171
tam	pan	496	384	1
lac	fra	1	238463	1
tat	rus	462	82772	349
heb	ibg	9889	2	1
ben	kor	2223	22338	3
fra	lin	216624	20	6
fra	lem	216624	2	2
cak	spa	3	228910	1
ita	por	66453	74721	3185
rus	rut	101395	2	1
kat	mon	1224	2423	1
epo	rus	99	82772	2
eus	eng	1021	146294	98
kat	kaz	1224	2454	5
xal	ces	153	64442	1
san	kan	4282	700	114
kjh	kir	29	1528	1
swe	khm	39192	231	1
eng	idd	1225237	2	1
nld	ltz	18978	36	1
moh	cay	3	2	2
fin	kor	8296	22338	3
guj	asm	264	526	2
rus	xal	101395	42	33
eng	snd	1225237	15	5
fra	yam	216624	11	1
gmh	tur	595	11874	1
tat	deu	462	292124	1
gux	deu	1	292124	1
grc	bar	17342	2	1
ukr	pol	2877	76720	175
grc	sep	17342	5	3
heb	fao	9889	415	1
tam	sin	496	671	5
slk	hbs	4205	45036	92
pli	ita	400	59830	9
mxp	spa	1	228910	1
zho	lis	13337	78	78
fra	tur	216624	11874	1910
grc	udl	17342	2	1
bak	mol	357	3720	2
lit	lav	1985	8145	82
tgk	kaa	476	568	3
que	ita	37	59830	1
bkc	fra	3	238463	3
mdf	fra	101	238463	1
ori	zho	244	62650	1
hye	pan	1100	384	1
rus	ast	101395	193	2
pli	rus	400	82772	10
fon	fra	1	238463	1
fra	oku	216624	5	1
inh	ukr	51	4514	4
eng	tbl	1225237	11	10
spa	cym	52955	2312	5
aze	hye	774	2139	35
kbd	bel	119	1874	1
san	mnc	4282	2	1
bul	nld	3667	111371	23
ska	deu	2	292124	1
pan	nld	327	111371	1
kom	mol	121	3720	1
eng	yiz	1225237	224	1
uig	deu	81	292124	4
gsw	eng	27	146294	1
fra	alq	216624	4	4
fro	por	902	74721	8
eng	akc	1225237	1	1
jrb	spa	12	228910	1
eng	tpm	1225237	3	1
bod	vie	1508	786	2
hun	bul	11256	25742	196
nor	vie	14530	786	1
grc	kaz	17342	2454	5
tyv	mon	56	2423	1
crs	rus	5	82772	2
heb	deu	9889	292124	2107
deu	uzb	201718	2757	44
pol	hye	14104	2139	19
rus	lao	101395	232	212
arn	eng	9	146294	1
vie	slk	668	19641	3
lit	eng	1985	146294	409
rus	dan	101395	64799	638
slv	eus	2463	3923	1
raj	eng	26	146294	8
sms	sme	4	173	1
eng	san	1225237	58	15
hun	ces	11256	64442	283
epo	swe	99	71688	2
hun	eus	11256	3923	4
egy	por	235	74721	3
fra	cym	216624	2312	31
doi	mal	10	1202	1
vie	fin	668	46271	3
afr	ben	357	1878	2
zho	kor	13337	22338	646
wbp	eng	16	146294	15
hun	epo	11256	542	37
itl	rus	3	82772	3
dga	eng	1	146294	1
san	isl	4282	6514	1
tel	ben	277	1878	6
tam	hbs	496	45036	1
ell	zho	4862	62650	25
mon	ita	244	59830	1
alq	fra	2	238463	1
bra	eng	11	146294	4
heb	sah	9889	201	1
eng	uzb	1225237	2757	53
deu	kaa	201718	568	8
bod	slk	1508	19641	1
ibo	spa	9	228910	1
kir	slv	708	18719	1
lav	hun	1288	54989	12
por	tur	11390	11874	37
ces	tel	17202	668	1
heb	ces	9889	64442	104
dar	ara	83	12488	2
mpc	eng	1	146294	1
epo	asm	99	526	1
sga	lat	14	362	1
amh	ces	58	64442	4
grc	lns	17342	15	1
yua	nor	8	45923	1
ukr	kaa	2877	568	3
fra	fin	216624	46271	2594
ton	niu	29	67	6
deu	rup	201718	9	2
spa	frm	52955	16	2
tpr	eng	1	146294	1
kur	nld	137	111371	4
fra	syr	216624	11	1
ang	swe	147	71688	3
kbd	lit	119	15447	1
gle	rus	269	82772	7
yid	eng	1590	146294	384
grc	sma	17342	30	1
bod	lav	1508	8145	1
lav	swe	1288	71688	44
heb	sbl	9889	1	1
lao	fra	41	238463	9
cat	isl	8328	6514	2
pol	tgk	14104	1062	4
zho	fil	13337	150	2
ksw	mya	2	274	2
nor	ast	14530	193	1
por	mar	11390	878	1
mlt	hbs	27	45036	2
